"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that log are being rotated.","666050","test_log_rotate","tests.integration","Tue Feb 04 01:41:16 UTC 2025","passed","Tue Feb 04 01:52:22 UTC 2025","","test_charm","",""
"Build and deploy a sharded cluster.","443182","test_build_and_deploy","tests.integration.sharding_tests","Tue Feb 04 01:32:39 UTC 2025","passed","Tue Feb 04 01:40:02 UTC 2025","","test_sharding_tls","",""
"Verifies that the upgrade can run successfully.","348463","test_upgrade","tests.integration.upgrade","Tue Feb 04 01:38:01 UTC 2025","passed","Tue Feb 04 01:43:49 UTC 2025","","test_upgrade","",""
"Verify unique clusters do not share DBs.","206013","test_unique_cluster_dbs","tests.integration.ha_tests","Tue Feb 04 01:43:52 UTC 2025","passed","Tue Feb 04 01:47:18 UTC 2025","","test_ha","",""
"Tests that we can reuse storage from a different cluster.

    For that, we completely remove the application while keeping the storages,
    and then we deploy a new application with storage reuse and check that the
    storage has been reused.
    ","0","test_storage_re_use_different_cluster","tests.integration.ha_tests","Tue Feb 04 01:39:13 UTC 2025","skipped","Tue Feb 04 01:39:13 UTC 2025","","test_ha","",""
"Build and deploy a sharded cluster.","893869","test_build_and_deploy","tests.integration.sharding_tests","Tue Feb 04 01:34:59 UTC 2025","passed","Tue Feb 04 01:49:53 UTC 2025","","test_mongos","",""
"Test verifies that only the leader can set a password, while all units can read it.","8310","test_only_leader_can_set_while_all_can_read_password_secret","tests.integration","Tue Feb 04 01:40:55 UTC 2025","passed","Tue Feb 04 01:41:03 UTC 2025","","test_charm","",""
"Tests that mongodb is running as a replica set for the application unit.","28","test_unit_is_running_as_replica_set[1]","tests.integration","Tue Feb 04 01:40:29 UTC 2025","passed","Tue Feb 04 01:40:29 UTC 2025","","test_charm","",""
"Verifies connecting a replica to a mongos router fails.","24245","test_replication_mongos_relation","tests.integration.sharding_tests","Tue Feb 04 01:37:59 UTC 2025","passed","Tue Feb 04 01:38:23 UTC 2025","","test_sharding_relations","",""
"","960506","test_network_cut","tests.integration.ha_tests","Tue Feb 04 02:01:29 UTC 2025","passed","Tue Feb 04 02:17:30 UTC 2025","","test_ha","",""
"Build and deploy one unit of MongoDB.","269497","test_build_and_deploy","tests.integration.metrics_tests","Tue Feb 04 01:31:29 UTC 2025","passed","Tue Feb 04 01:35:59 UTC 2025","","test_metrics","",""
"Tests clusters behavior when scaling down a minority and removing a primary replica.

    - NOTE: on a provided cluster this calculates the largest set of minority members and removes
    them, the primary is guaranteed to be one of those minority members.

    This test verifies that the behavior of:
    1.  when a leader is deleted that the new leader, on calling leader_elected will reconfigure
    the replicaset.
    2. primary stepping down leads to a replica set with a new primary.
    3. removing a minority of units (2 out of 5) is feasiable.
    4. race conditions due to removing multiple units is handled.
    5. deleting a non-leader unit is properly handled.
    ","39784","test_scale_down_capablities","tests.integration.ha_tests","Tue Feb 04 01:43:00 UTC 2025","passed","Tue Feb 04 01:43:39 UTC 2025","","test_ha","",""
"","46791","test_kill_db_process","tests.integration.ha_tests","Tue Feb 04 01:50:34 UTC 2025","passed","Tue Feb 04 01:51:20 UTC 2025","","test_ha","",""
"","229813","test_full_cluster_crash","tests.integration.ha_tests","Tue Feb 04 01:53:35 UTC 2025","passed","Tue Feb 04 01:57:25 UTC 2025","","test_ha","",""
"Verifies that when the cluster is formed a new user is created.","600335","test_connect_to_cluster_creates_user","tests.integration.sharding_tests","Tue Feb 04 01:49:53 UTC 2025","broken","Tue Feb 04 01:59:53 UTC 2025","","test_mongos","",""
"Tests that mongodb is running as a replica set for the application unit.","26","test_unit_is_running_as_replica_set[2]","tests.integration","Tue Feb 04 01:40:29 UTC 2025","passed","Tue Feb 04 01:40:29 UTC 2025","","test_charm","",""
"Check consistency, ie write to primary, read data from secondaries.","6338","test_replication_across_members","tests.integration.ha_tests","Tue Feb 04 01:43:42 UTC 2025","passed","Tue Feb 04 01:43:49 UTC 2025","","test_ha","",""
"Test that the password can't be set to an empty string.","4187","test_empty_password","tests.integration","Tue Feb 04 01:41:08 UTC 2025","passed","Tue Feb 04 01:41:12 UTC 2025","","test_charm","",""
"Tests writing data to mongos gets propagated to shards.","34143","test_sharding","tests.integration.sharding_tests","Tue Feb 04 01:47:30 UTC 2025","passed","Tue Feb 04 01:48:04 UTC 2025","","test_sharding","",""
"Tests that each cluster component can rotate TLS certs.","456552","test_rotate_tls","tests.integration.sharding_tests","Tue Feb 04 01:47:14 UTC 2025","passed","Tue Feb 04 01:54:50 UTC 2025","","test_sharding_tls","",""
"Build and deploy one unit of MongoDB and one unit of TLS.","387413","test_build_and_deploy","tests.integration.tls_tests","Tue Feb 04 01:31:30 UTC 2025","passed","Tue Feb 04 01:37:57 UTC 2025","","test_tls","",""
"Sanity check that endpoints are running.","3400","test_endpoints","tests.integration.metrics_tests","Tue Feb 04 01:35:59 UTC 2025","passed","Tue Feb 04 01:36:02 UTC 2025","","test_metrics","",""
"Verifies that the application and unit are active.","15059","test_status","tests.integration","Tue Feb 04 01:40:13 UTC 2025","passed","Tue Feb 04 01:40:29 UTC 2025","","test_charm","",""
"With writes in the DB test creating a backup while another one is running.

    Note that before creating the second backup we change the bucket and change the s3 storage
    from AWS to GCP. This test verifies that the first backup in AWS is made, the second backup
    in GCP is made, and that before the second backup is made that pbm correctly resyncs.
    ","584584","test_multi_backup","tests.integration.backup_tests","Tue Feb 04 01:44:02 UTC 2025","passed","Tue Feb 04 01:53:46 UTC 2025","","test_backups","",""
"Build and deploy a sharded cluster.","140082","test_build_and_deploy","tests.integration.sharding_tests","Tue Feb 04 01:31:19 UTC 2025","passed","Tue Feb 04 01:33:39 UTC 2025","","test_sharding_race_conds","",""
"Tests that there is exactly one replica set primary unit reported by juju.","64533","test_exactly_one_primary_reported_by_juju","tests.integration","Tue Feb 04 01:52:22 UTC 2025","passed","Tue Feb 04 01:53:27 UTC 2025","","test_charm","",""
"Tests that sharded cluster can be configured for s3 configurations.","261199","test_set_credentials_in_cluster","tests.integration.sharding_tests","Tue Feb 04 01:37:52 UTC 2025","passed","Tue Feb 04 01:42:14 UTC 2025","","test_sharding_backups","",""
"Tests the integration of cluster components works without error.","353058","test_cluster_active","tests.integration.sharding_tests","Tue Feb 04 01:41:07 UTC 2025","passed","Tue Feb 04 01:47:00 UTC 2025","","test_sharding","",""
"Test shard removal.

    This test also verifies that:
    - Databases that are using this shard as a primary are moved.
    - The balancer is turned back on if turned off.
    - Config server supp    orts removing multiple shards.
    ","85519","test_shard_removal","tests.integration.sharding_tests","Tue Feb 04 01:48:04 UTC 2025","passed","Tue Feb 04 01:49:29 UTC 2025","","test_sharding","",""
"Verifies that using a replica as a shard fails even when TLS is integrated.","46744","test_config_server_tls_replication_relation","tests.integration.sharding_tests","Tue Feb 04 01:38:33 UTC 2025","passed","Tue Feb 04 01:39:20 UTC 2025","","test_sharding_relations","",""
"Build and deploy one unit of MongoDB.","332469","test_build_and_deploy","tests.integration","Tue Feb 04 01:34:40 UTC 2025","passed","Tue Feb 04 01:40:12 UTC 2025","","test_charm","",""
"Tests that the cluster can be integrated with TLS.","431729","test_built_cluster_with_tls","tests.integration.sharding_tests","Tue Feb 04 01:40:02 UTC 2025","passed","Tue Feb 04 01:47:14 UTC 2025","","test_sharding_tls","",""
"Verify each unit has TLS enabled after relating to the TLS application.","141328","test_enable_tls","tests.integration.tls_tests","Tue Feb 04 01:37:57 UTC 2025","passed","Tue Feb 04 01:40:19 UTC 2025","","test_tls","",""
"Verify that the sharded cluster can be safely upgraded without losing writes.","1186700","test_upgrade","tests.integration.upgrade","Tue Feb 04 02:05:54 UTC 2025","passed","Tue Feb 04 02:25:40 UTC 2025","","test_sharding_upgrade","",""
"Scale up and down the application and verify the replica set is healthy.","0","test_scale_up_down_removing_leader","tests.integration.ha_tests","Tue Feb 04 02:43:07 UTC 2025","skipped","Tue Feb 04 02:43:07 UTC 2025","","test_ha","",""
"Tests that sharded cluster can successfully create and list backups.","8133","test_create_and_list_backups_in_cluster","tests.integration.sharding_tests","Tue Feb 04 01:42:14 UTC 2025","passed","Tue Feb 04 01:42:22 UTC 2025","","test_sharding_backups","",""
"Verifies that using a replica as a config-server fails.","26737","test_replication_shard_relation","tests.integration.sharding_tests","Tue Feb 04 01:37:32 UTC 2025","passed","Tue Feb 04 01:37:59 UTC 2025","","test_sharding_relations","",""
"Tests that the cluster can safely set the operator password.","29812","test_set_operator_password","tests.integration.sharding_tests","Tue Feb 04 01:47:00 UTC 2025","passed","Tue Feb 04 01:47:30 UTC 2025","","test_sharding","",""
"Verify that a config-server and shard can safely rollback without losing writes.","0","test_rollback_on_shard_and_config_server","tests.integration.upgrade","Tue Feb 04 01:46:12 UTC 2025","skipped","Tue Feb 04 01:46:12 UTC 2025","","test_sharding_rollback","",""
"Test that an application can request additional databases using the same interface.","40964","test_an_application_can_request_multiple_databases","tests.integration.relation_tests.new_relations","Tue Feb 04 01:43:17 UTC 2025","passed","Tue Feb 04 01:43:57 UTC 2025","","test_charm_relations","",""
"Verifies connecting a shard to a mongos router fails.","3928","test_shard_mongos_relation","tests.integration.sharding_tests","Tue Feb 04 01:38:23 UTC 2025","passed","Tue Feb 04 01:38:27 UTC 2025","","test_sharding_relations","",""
"Tests that sharded cluster can successfully create and list backups.","172007","test_rotate_backup_password","tests.integration.sharding_tests","Tue Feb 04 01:42:25 UTC 2025","passed","Tue Feb 04 01:45:17 UTC 2025","","test_sharding_backups","",""
"Build and deploy a sharded cluster.","563444","test_build_and_deploy","tests.integration.sharding_tests","Tue Feb 04 01:31:43 UTC 2025","passed","Tue Feb 04 01:41:07 UTC 2025","","test_sharding","",""
"Verify that endpoint still function correctly after a network cut.","557342","test_endpoints_network_cut","tests.integration.metrics_tests","Tue Feb 04 01:36:25 UTC 2025","passed","Tue Feb 04 01:45:43 UTC 2025","","test_metrics","",""
"Build and deploy one unit of MongoDB.","242130","test_build_and_deploy","tests.integration.ha_tests","Tue Feb 04 01:31:33 UTC 2025","passed","Tue Feb 04 01:35:36 UTC 2025","","test_ha","",""
"Tests that the cluster can be integrated with TLS.","368001","test_tls_then_build_cluster","tests.integration.sharding_tests","Tue Feb 04 01:55:48 UTC 2025","broken","Tue Feb 04 02:01:56 UTC 2025","","test_sharding_tls","",""
"","40913","test_freeze_db_process","tests.integration.ha_tests","Tue Feb 04 01:51:24 UTC 2025","passed","Tue Feb 04 01:52:05 UTC 2025","","test_ha","",""
"Build deploy, and integrate, a sharded cluster.","1297728","test_build_and_deploy","tests.integration.upgrade","Tue Feb 04 01:44:10 UTC 2025","passed","Tue Feb 04 02:05:48 UTC 2025","","test_sharding_upgrade","",""
"Verify each unit has TLS disabled after removing relation to the TLS application.","90112","test_disable_tls","tests.integration.tls_tests","Tue Feb 04 01:45:23 UTC 2025","passed","Tue Feb 04 01:46:54 UTC 2025","","test_tls","",""
"Build and deploy one unit of MongoDB.","248041","test_build_and_deploy","tests.integration.backup_tests","Tue Feb 04 01:31:20 UTC 2025","passed","Tue Feb 04 01:35:28 UTC 2025","","test_backups","",""
