"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tests that sharded cluster can be configured for s3 configurations.","401199","test_set_credentials_in_cluster","tests.integration.sharding_tests","Mon Jan 13 02:46:42 UTC 2025","passed","Mon Jan 13 02:53:23 UTC 2025","","test_sharding_backups","",""
"Tests writing data to mongos gets propagated to shards.","33582","test_sharding","tests.integration.sharding_tests","Mon Jan 13 02:56:10 UTC 2025","passed","Mon Jan 13 02:56:43 UTC 2025","","test_sharding","",""
"Tests that each cluster component can rotate TLS certs.","469858","test_rotate_tls","tests.integration.sharding_tests","Mon Jan 13 02:49:36 UTC 2025","passed","Mon Jan 13 02:57:26 UTC 2025","","test_sharding_tls","",""
"","85943","test_restart_db_process","tests.integration.ha_tests","Mon Jan 13 03:15:46 UTC 2025","passed","Mon Jan 13 03:17:12 UTC 2025","","test_ha","",""
"Verify removed applications no longer have access to the database.","22741","test_removed_relation_no_longer_has_access","tests.integration.relation_tests.new_relations","Mon Jan 13 02:50:03 UTC 2025","passed","Mon Jan 13 02:50:26 UTC 2025","","test_charm_relations","",""
"Tests that the cluster can safely set the operator password.","31067","test_set_operator_password","tests.integration.sharding_tests","Mon Jan 13 02:55:39 UTC 2025","passed","Mon Jan 13 02:56:10 UTC 2025","","test_sharding","",""
"Deploy both charms (application and database) to use in the tests.","129590","test_deploy_charms","tests.integration.relation_tests.new_relations","Mon Jan 13 02:36:57 UTC 2025","passed","Mon Jan 13 02:39:06 UTC 2025","","test_charm_relations","",""
"Scale up and down the application and verify the replica set is healthy.","0","test_scale_up_down_removing_leader","tests.integration.ha_tests","Mon Jan 13 04:18:42 UTC 2025","skipped","Mon Jan 13 04:18:42 UTC 2025","","test_ha","",""
"Build and deploy a sharded cluster.","824729","test_build_and_deploy","tests.integration.sharding_tests","Mon Jan 13 02:32:57 UTC 2025","passed","Mon Jan 13 02:46:42 UTC 2025","","test_sharding_backups","",""
"","882003","test_tls_inconsistent_rels","tests.integration.sharding_tests","Mon Jan 13 03:11:41 UTC 2025","passed","Mon Jan 13 03:26:23 UTC 2025","","test_sharding_tls","",""
"Tests that right after deployment that the primary unit is the leader.","1076","test_leader_is_primary_on_deployment","tests.integration","Mon Jan 13 02:40:08 UTC 2025","passed","Mon Jan 13 02:40:09 UTC 2025","","test_charm","",""
"Check consistency, ie write to primary, read data from secondaries.","9473","test_replication_across_members","tests.integration.ha_tests","Mon Jan 13 02:56:50 UTC 2025","passed","Mon Jan 13 02:57:00 UTC 2025","","test_ha","",""
"Verify unique clusters do not share DBs.","653240","test_unique_cluster_dbs","tests.integration.ha_tests","Mon Jan 13 02:57:03 UTC 2025","passed","Mon Jan 13 03:07:56 UTC 2025","","test_ha","",""
"Build deploy, and integrate, a sharded cluster.","724815","test_build_and_deploy","tests.integration.upgrade","Mon Jan 13 02:41:35 UTC 2025","passed","Mon Jan 13 02:53:40 UTC 2025","","test_sharding_rollback","",""
"Verifies that the charm goes into blocked status when s3 config options are incorrect.","","test_blocked_incorrect_conf","tests.integration.backup_tests","","unknown","","","test_backups","",""
"Verify that endpoints still function correctly after the monitor user password changes.","23953","test_endpoints_new_password","tests.integration.metrics_tests","Mon Jan 13 02:40:47 UTC 2025","passed","Mon Jan 13 02:41:11 UTC 2025","","test_metrics","",""
"Test shard removal.

    This test also verifies that:
    - Databases that are using this shard as a primary are moved.
    - The balancer is turned back on if turned off.
    - Config server supp    orts removing multiple shards.
    ","597419","test_shard_removal","tests.integration.sharding_tests","Mon Jan 13 02:56:43 UTC 2025","passed","Mon Jan 13 03:06:41 UTC 2025","","test_sharding","",""
"Verify each unit has TLS disabled after removing relation to the TLS application.","87798","test_disable_tls","tests.integration.tls_tests","Mon Jan 13 02:56:07 UTC 2025","passed","Mon Jan 13 02:57:35 UTC 2025","","test_tls","",""
"Verifies that the preflight check can run successfully.","149003","test_preflight_check_failure","tests.integration.upgrade","Mon Jan 13 02:55:31 UTC 2025","passed","Mon Jan 13 02:58:00 UTC 2025","","test_upgrade","",""
"Tests that action get-primary outputs the correct unit with the primary replica.","9294","test_get_primary_action","tests.integration","Mon Jan 13 02:40:10 UTC 2025","passed","Mon Jan 13 02:40:19 UTC 2025","","test_charm","",""
"Verify that sharding components cannot use the DB relation.","29380","test_cannot_use_db_relation","tests.integration.sharding_tests","Mon Jan 13 02:43:53 UTC 2025","passed","Mon Jan 13 02:44:23 UTC 2025","","test_sharding_relations","",""
"Verify each unit has TLS enabled after relating to the TLS application.","149309","test_enable_tls","tests.integration.tls_tests","Mon Jan 13 02:47:47 UTC 2025","passed","Mon Jan 13 02:50:16 UTC 2025","","test_tls","",""
"Build and deploy one unit of MongoDB.","315614","test_build_and_deploy","tests.integration","Mon Jan 13 02:34:35 UTC 2025","passed","Mon Jan 13 02:39:51 UTC 2025","","test_charm","",""
"Sanity check that endpoints are running.","3735","test_endpoints","tests.integration.metrics_tests","Mon Jan 13 02:40:43 UTC 2025","passed","Mon Jan 13 02:40:47 UTC 2025","","test_metrics","",""
"Build and deploy one unit of MongoDB.","408528","test_build_and_deploy","tests.integration.metrics_tests","Mon Jan 13 02:33:55 UTC 2025","passed","Mon Jan 13 02:40:43 UTC 2025","","test_metrics","",""
"","746260","test_network_cut","tests.integration.ha_tests","Mon Jan 13 03:25:24 UTC 2025","passed","Mon Jan 13 03:37:50 UTC 2025","","test_ha","",""
"Build and deploy one unit of MongoDB.","290940","test_build_and_deploy","tests.integration.ha_tests","Mon Jan 13 02:38:46 UTC 2025","passed","Mon Jan 13 02:43:37 UTC 2025","","test_ha","",""
"Verifies that the charm goes into blocked status when s3 creds are incorrect.","","test_blocked_incorrect_creds","tests.integration.backup_tests","","unknown","","","test_backups","",""
"","48766","test_kill_db_process","tests.integration.ha_tests","Mon Jan 13 03:14:07 UTC 2025","passed","Mon Jan 13 03:14:56 UTC 2025","","test_ha","",""
"Test that audit log was created and contains actual audit data.","747","test_audit_log","tests.integration","Mon Jan 13 02:40:54 UTC 2025","passed","Mon Jan 13 02:40:55 UTC 2025","","test_charm","",""
"Verify that a shard can only be related to one config server.","20474","test_only_one_config_server_relation","tests.integration.sharding_tests","Mon Jan 13 02:43:33 UTC 2025","passed","Mon Jan 13 02:43:53 UTC 2025","","test_sharding_relations","",""
"Verify rotating tls private keys restarts mongod with new certificates.

    This test rotates tls private keys to user specified keys.
    ","198115","test_set_tls_key","tests.integration.tls_tests","Mon Jan 13 02:52:49 UTC 2025","passed","Mon Jan 13 02:56:07 UTC 2025","","test_tls","",""
"Test superuser actions (ie creating a new user and creating a new database).","546","test_user_with_extra_roles","tests.integration.relation_tests.new_relations","Mon Jan 13 02:47:08 UTC 2025","passed","Mon Jan 13 02:47:09 UTC 2025","","test_charm_relations","",""
"Verifies that the application and unit are active.","15528","test_status","tests.integration","Mon Jan 13 02:39:52 UTC 2025","passed","Mon Jan 13 02:40:07 UTC 2025","","test_charm","",""
"Tests that sharded Charmed MongoDB cluster supports restores.","548007","test_restore_backup","tests.integration.sharding_tests","Mon Jan 13 02:57:40 UTC 2025","passed","Mon Jan 13 03:06:48 UTC 2025","","test_sharding_backups","",""
"","","test_restore_new_cluster[GCP]","tests.integration.backup_tests","","unknown","","","test_backups","",""
"Build and deploy one unit of MongoDB and one unit of TLS.","488239","test_build_and_deploy","tests.integration.tls_tests","Mon Jan 13 02:39:39 UTC 2025","passed","Mon Jan 13 02:47:47 UTC 2025","","test_tls","",""
"Verify rotating tls private keys restarts mongod with new certificates.

    This test rotates tls private keys to randomly generated keys.
    ","152499","test_rotate_tls_key","tests.integration.tls_tests","Mon Jan 13 02:50:16 UTC 2025","passed","Mon Jan 13 02:52:49 UTC 2025","","test_tls","",""
"Tests the immediate integration of cluster components works without error.","670185","test_immediate_relate","tests.integration.sharding_tests","Mon Jan 13 02:36:36 UTC 2025","passed","Mon Jan 13 02:47:46 UTC 2025","","test_sharding_race_conds","",""
"Build deploy, and integrate, a sharded cluster.","574636","test_build_and_deploy","tests.integration.upgrade","Mon Jan 13 02:42:04 UTC 2025","passed","Mon Jan 13 02:51:39 UTC 2025","","test_sharding_upgrade","",""
"","42187","test_freeze_db_process","tests.integration.ha_tests","Mon Jan 13 03:15:00 UTC 2025","passed","Mon Jan 13 03:15:42 UTC 2025","","test_ha","",""
"Tests clusters behavior when scaling down a minority and removing a primary replica.

    - NOTE: on a provided cluster this calculates the largest set of minority members and removes
    them, the primary is guaranteed to be one of those minority members.

    This test verifies that the behavior of:
    1.  when a leader is deleted that the new leader, on calling leader_elected will reconfigure
    the replicaset.
    2. primary stepping down leads to a replica set with a new primary.
    3. removing a minority of units (2 out of 5) is feasiable.
    4. race conditions due to removing multiple units is handled.
    5. deleting a non-leader unit is properly handled.
    ","43797","test_scale_down_capablities","tests.integration.ha_tests","Mon Jan 13 02:56:02 UTC 2025","passed","Mon Jan 13 02:56:46 UTC 2025","","test_ha","",""
"Test that an application can connect to different clusters of the same database.","27485","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.relation_tests.new_relations","Mon Jan 13 02:48:31 UTC 2025","passed","Mon Jan 13 02:48:59 UTC 2025","","test_charm_relations","",""
"Build and deploy a sharded cluster.","554278","test_build_and_deploy","tests.integration.sharding_tests","Mon Jan 13 02:37:03 UTC 2025","passed","Mon Jan 13 02:46:17 UTC 2025","","test_sharding","",""
"Tests that mongodb is running as a replica set for the application unit.","20","test_unit_is_running_as_replica_set[0]","tests.integration","Mon Jan 13 02:40:07 UTC 2025","passed","Mon Jan 13 02:40:07 UTC 2025","","test_charm","",""
"Tests that sharded cluster can successfully create and list backups.","219704","test_rotate_backup_password","tests.integration.sharding_tests","Mon Jan 13 02:53:37 UTC 2025","passed","Mon Jan 13 02:57:17 UTC 2025","","test_sharding_backups","",""
"Simple backup tests that verifies that writes are correctly restored.","","test_restore","tests.integration.backup_tests","","unknown","","","test_backups","",""
"Scale up and down the application and verify the replica set is healthy.","2446427","test_scale_up_down","tests.integration.ha_tests","Mon Jan 13 03:37:53 UTC 2025","broken","Mon Jan 13 04:18:39 UTC 2025","","test_ha","",""
"Tests that sharded Charmed MongoDB cluster supports restores.","1564588","test_migrate_restore_backup","tests.integration.sharding_tests","Mon Jan 13 03:07:16 UTC 2025","passed","Mon Jan 13 03:33:21 UTC 2025","","test_sharding_backups","",""
"Build and deploy a sharded cluster.","495033","test_build_and_deploy","tests.integration.sharding_tests","Mon Jan 13 02:35:55 UTC 2025","passed","Mon Jan 13 02:44:10 UTC 2025","","test_sharding_tls","",""
"With writes in the DB test creating a backup while another one is running.

    Note that before creating the second backup we change the bucket and change the s3 storage
    from AWS to GCP. This test verifies that the first backup in AWS is made, the second backup
    in GCP is made, and that before the second backup is made that pbm correctly resyncs.
    ","","test_multi_backup","tests.integration.backup_tests","","unknown","","","test_backups","",""
"Verifies that the preflight check can run successfully.","123170","test_preflight_check","tests.integration.upgrade","Mon Jan 13 02:53:28 UTC 2025","passed","Mon Jan 13 02:55:31 UTC 2025","","test_upgrade","",""
"Tests that sharded cluster can successfully create and list backups.","10204","test_create_and_list_backups_in_cluster","tests.integration.sharding_tests","Mon Jan 13 02:53:23 UTC 2025","passed","Mon Jan 13 02:53:33 UTC 2025","","test_sharding_backups","",""
"Verifies that the dependencies in the charm version are accurate.","1125","test_consistency_between_workload_and_metadata","tests.integration","Mon Jan 13 02:39:51 UTC 2025","passed","Mon Jan 13 02:39:52 UTC 2025","","test_charm","",""
"Verifies that when the cluster is formed a the user is removed.","","test_disconnect_from_cluster_removes_user","tests.integration.sharding_tests","","unknown","","","test_mongos","",""
"Verify that the config-server can safely rollback without losing writes.","614293","test_rollback_on_config_server","tests.integration.upgrade","Mon Jan 13 02:53:44 UTC 2025","passed","Mon Jan 13 03:03:58 UTC 2025","","test_sharding_rollback","",""
"Test that an application can request additional databases using the same interface.","26518","test_an_application_can_request_multiple_databases","tests.integration.relation_tests.new_relations","Mon Jan 13 02:49:37 UTC 2025","passed","Mon Jan 13 02:50:03 UTC 2025","","test_charm_relations","",""
"Test verifies that we can set and retrieve the correct password using Juju 3.x secrets.","4392","test_reset_and_get_password_secret_same_as_cli","tests.integration","Mon Jan 13 02:40:42 UTC 2025","passed","Mon Jan 13 02:40:47 UTC 2025","","test_charm","",""
"Verifies that using a replica as a shard fails.","4037","test_replication_config_server_relation","tests.integration.sharding_tests","Mon Jan 13 02:44:23 UTC 2025","passed","Mon Jan 13 02:44:27 UTC 2025","","test_sharding_relations","",""
"Tests that we can reuse storage from a different cluster.

    For that, we completely remove the application while keeping the storages,
    and then we deploy a new application with storage reuse and check that the
    storage has been reused.
    ","0","test_storage_re_use_different_cluster","tests.integration.ha_tests","Mon Jan 13 02:49:57 UTC 2025","skipped","Mon Jan 13 02:49:57 UTC 2025","","test_ha","",""
"Test basic functionality of database relation interface.","172332","test_database_relation_with_charm_libraries","tests.integration.relation_tests.new_relations","Mon Jan 13 02:39:06 UTC 2025","passed","Mon Jan 13 02:41:58 UTC 2025","","test_charm_relations","",""
"Verifies that after changing the backup password the pbm tool is updated and functional.","","test_update_backup_password","tests.integration.backup_tests","","unknown","","","test_backups","",""
"Tests that action set-password outputs resets the password on app data and mongod.","10366","test_set_password_action","tests.integration","Mon Jan 13 02:40:19 UTC 2025","passed","Mon Jan 13 02:40:29 UTC 2025","","test_charm","",""
"Tests that mongodb is running as a replica set for the application unit.","24","test_unit_is_running_as_replica_set[1]","tests.integration","Mon Jan 13 02:40:07 UTC 2025","passed","Mon Jan 13 02:40:08 UTC 2025","","test_charm","",""
"Test that log are being rotated.","665532","test_log_rotate","tests.integration","Mon Jan 13 02:40:55 UTC 2025","passed","Mon Jan 13 02:52:01 UTC 2025","","test_charm","",""
"Verifies that the upgrade can run successfully.","374368","test_upgrade","tests.integration.upgrade","Mon Jan 13 02:47:11 UTC 2025","passed","Mon Jan 13 02:53:26 UTC 2025","","test_upgrade","",""
"Tests that there is exactly one primary in the deployed units.","1070","test_exactly_one_primary","tests.integration","Mon Jan 13 02:40:09 UTC 2025","passed","Mon Jan 13 02:40:10 UTC 2025","","test_charm","",""
"Build and deploy one unit of MongoDB.","374327","test_build_and_deploy","tests.integration.upgrade","Mon Jan 13 02:40:56 UTC 2025","passed","Mon Jan 13 02:47:10 UTC 2025","","test_upgrade","",""
"","","test_create_and_list_backups","tests.integration.backup_tests","","unknown","","","test_backups","",""
"Verifies that database units with attached storage correctly repurpose storage.

    It is not enough to verify that Juju attaches the storage. Hence test checks that the mongod
    properly uses the storage that was provided. (ie. doesn't just re-sync everything from
    primary, but instead computes a diff between current storage and primary storage.)
    ","377015","test_storage_re_use","tests.integration.ha_tests","Mon Jan 13 02:43:38 UTC 2025","passed","Mon Jan 13 02:49:55 UTC 2025","","test_ha","",""
"Verifies that the app metadata changes with db relation joined and departed events.","309814","test_app_relation_metadata_change","tests.integration.relation_tests.new_relations","Mon Jan 13 02:41:59 UTC 2025","passed","Mon Jan 13 02:47:08 UTC 2025","","test_charm_relations","",""
"","233387","test_full_cluster_restart","tests.integration.ha_tests","Mon Jan 13 03:21:22 UTC 2025","passed","Mon Jan 13 03:25:16 UTC 2025","","test_ha","",""
"Verifies that using a replica as a config-server fails.","26288","test_replication_shard_relation","tests.integration.sharding_tests","Mon Jan 13 02:44:27 UTC 2025","passed","Mon Jan 13 02:44:53 UTC 2025","","test_sharding_relations","",""
