"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify rotating tls private keys restarts mongod with new certificates.

    This test rotates tls private keys to user specified keys.
    ","153026","test_set_tls_key","tests.integration.tls_tests","Sat Mar 01 01:44:59 UTC 2025","passed","Sat Mar 01 01:47:32 UTC 2025","","test_tls","",""
"Build and deploy a sharded cluster.","55277","test_build_and_deploy","tests.integration.sharding_tests","Sat Mar 01 01:29:22 UTC 2025","passed","Sat Mar 01 01:30:17 UTC 2025","","test_sharding_race_conds","",""
"Verify that a config-server and shard can safely rollback without losing writes.","0","test_rollback_on_shard_and_config_server","tests.integration.upgrade","Sat Mar 01 01:41:22 UTC 2025","skipped","Sat Mar 01 01:41:22 UTC 2025","","test_sharding_rollback","",""
"Tests the immediate integration of cluster components works without error.","319154","test_immediate_relate","tests.integration.sharding_tests","Sat Mar 01 01:30:17 UTC 2025","failed","Sat Mar 01 01:35:36 UTC 2025","","test_sharding_race_conds","",""
"Tests that there is exactly one replica set primary unit reported by juju.","65847","test_exactly_one_primary_reported_by_juju","tests.integration","Sat Mar 01 01:44:53 UTC 2025","passed","Sat Mar 01 01:45:59 UTC 2025","","test_charm","",""
"Tests the integration of cluster components works without error.","371266","test_cluster_active","tests.integration.sharding_tests","Sat Mar 01 01:36:05 UTC 2025","passed","Sat Mar 01 01:42:16 UTC 2025","","test_sharding","",""
"","714879","test_tls_inconsistent_rels","tests.integration.sharding_tests","Sat Mar 01 02:09:50 UTC 2025","passed","Sat Mar 01 02:21:44 UTC 2025","","test_sharding_tls","",""
"Tests that sharded cluster can successfully create and list backups.","10208","test_create_and_list_backups_in_cluster","tests.integration.sharding_tests","Sat Mar 01 01:38:36 UTC 2025","passed","Sat Mar 01 01:38:47 UTC 2025","","test_sharding_backups","",""
"Simple backup tests that verifies that writes are correctly restored.","143294","test_restore","tests.integration.backup_tests","Sat Mar 01 01:49:09 UTC 2025","passed","Sat Mar 01 01:51:32 UTC 2025","","test_backups","",""
"Test basic functionality of database relation interface.","103567","test_database_relation_with_charm_libraries","tests.integration.relation_tests.new_relations","Sat Mar 01 01:31:52 UTC 2025","passed","Sat Mar 01 01:33:35 UTC 2025","","test_charm_relations","",""
"Scale up and down the application and verify the replica set is healthy.","0","test_scale_up_down_removing_leader","tests.integration.ha_tests","Sat Mar 01 02:40:41 UTC 2025","skipped","Sat Mar 01 02:40:41 UTC 2025","","test_ha","",""
"Verifies that the preflight check can run successfully.","24250","test_preflight_check_failure","tests.integration.upgrade","Sat Mar 01 01:39:53 UTC 2025","passed","Sat Mar 01 01:40:17 UTC 2025","","test_upgrade","",""
"Verify that the sharded cluster can be safely upgraded without losing writes.","0","test_upgrade","tests.integration.upgrade","Sat Mar 01 02:07:59 UTC 2025","skipped","Sat Mar 01 02:07:59 UTC 2025","","test_sharding_upgrade","",""
"Verifies connecting a replica to a mongos router fails.","26165","test_replication_mongos_relation","tests.integration.sharding_tests","Sat Mar 01 01:38:15 UTC 2025","passed","Sat Mar 01 01:38:41 UTC 2025","","test_sharding_relations","",""
"Verify each unit has TLS disabled after removing relation to the TLS application.","93855","test_disable_tls","tests.integration.tls_tests","Sat Mar 01 01:47:32 UTC 2025","passed","Sat Mar 01 01:49:06 UTC 2025","","test_tls","",""
"Test that an application can connect to different clusters of the same database.","32507","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.relation_tests.new_relations","Sat Mar 01 01:41:15 UTC 2025","passed","Sat Mar 01 01:41:48 UTC 2025","","test_charm_relations","",""
"Tests that right after deployment that the primary unit is the leader.","2081","test_leader_is_primary_on_deployment","tests.integration","Sat Mar 01 01:32:41 UTC 2025","passed","Sat Mar 01 01:32:43 UTC 2025","","test_charm","",""
