"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the sharded cluster can be safely upgraded without losing writes.","","test_upgrade","tests.integration.upgrade","","unknown","","","test_sharding_upgrade","",""
"Build and deploy a sharded cluster.","521337","test_build_and_deploy","tests.integration.sharding_tests","Wed Dec 11 02:59:17 UTC 2024","passed","Wed Dec 11 03:07:58 UTC 2024","","test_sharding_tls","",""
"Tests that mongodb is running as a replica set for the application unit.","0","test_unit_is_running_as_replica_set[2]","tests.integration","Wed Dec 11 03:13:07 UTC 2024","skipped","Wed Dec 11 03:13:07 UTC 2024","","test_charm","",""
"With writes in the DB test creating a backup while another one is running.

    Note that before creating the second backup we change the bucket and change the s3 storage
    from AWS to GCP. This test verifies that the first backup in AWS is made, the second backup
    in GCP is made, and that before the second backup is made that pbm correctly resyncs.
    ","0","test_multi_backup","tests.integration.backup_tests","Wed Dec 11 02:54:25 UTC 2024","skipped","Wed Dec 11 02:54:25 UTC 2024","","test_backups","",""
"Verifies that the charm goes into blocked status when s3 config options are incorrect.","0","test_blocked_incorrect_conf","tests.integration.backup_tests","Wed Dec 11 02:54:25 UTC 2024","skipped","Wed Dec 11 02:54:25 UTC 2024","","test_backups","",""
"Tests that sharded cluster can successfully create and list backups.","10233","test_create_and_list_backups_in_cluster","tests.integration.sharding_tests","Wed Dec 11 03:13:32 UTC 2024","passed","Wed Dec 11 03:13:42 UTC 2024","","test_sharding_backups","",""
"Build and deploy one unit of MongoDB.","622522","test_build_and_deploy","tests.integration","Wed Dec 11 03:02:44 UTC 2024","broken","Wed Dec 11 03:13:07 UTC 2024","","test_charm","",""
"Tests that we can reuse storage from a different cluster.

    For that, we completely remove the application while keeping the storages,
    and then we deploy a new application with storage reuse and check that the
    storage has been reused.
    ","0","test_storage_re_use_different_cluster","tests.integration.ha_tests","Wed Dec 11 03:08:10 UTC 2024","skipped","Wed Dec 11 03:08:10 UTC 2024","","test_ha","",""
"Build and deploy a sharded cluster.","407518","test_build_and_deploy","tests.integration.sharding_tests","Wed Dec 11 03:01:03 UTC 2024","passed","Wed Dec 11 03:07:51 UTC 2024","","test_sharding_backups","",""
"Verifies connecting a replica to a mongos router fails.","23499","test_replication_mongos_relation","tests.integration.sharding_tests","Wed Dec 11 03:10:27 UTC 2024","passed","Wed Dec 11 03:10:50 UTC 2024","","test_sharding_relations","",""
"Build deploy, and integrate, a sharded cluster.","","test_build_and_deploy","tests.integration.upgrade","","unknown","","","test_sharding_upgrade","",""
"Build and deploy one unit of MongoDB.","630292","test_build_and_deploy","tests.integration.backup_tests","Wed Dec 11 02:43:55 UTC 2024","broken","Wed Dec 11 02:54:25 UTC 2024","","test_backups","",""
"Verifies that when the cluster is formed a new user is created.","100263","test_connect_to_cluster_creates_user","tests.integration.sharding_tests","Wed Dec 11 03:03:27 UTC 2024","passed","Wed Dec 11 03:05:08 UTC 2024","","test_mongos","",""
"Tests that sharded cluster can successfully create and list backups.","401853","test_rotate_backup_password","tests.integration.sharding_tests","Wed Dec 11 03:13:46 UTC 2024","passed","Wed Dec 11 03:20:27 UTC 2024","","test_sharding_backups","",""
"Verify that the config-server can safely rollback without losing writes.","0","test_rollback_on_config_server","tests.integration.upgrade","Wed Dec 11 03:25:37 UTC 2024","skipped","Wed Dec 11 03:25:37 UTC 2024","","test_sharding_rollback","",""
"Test verifies that only the leader can set a password, while all units can read it.","0","test_only_leader_can_set_while_all_can_read_password_secret","tests.integration","Wed Dec 11 03:13:07 UTC 2024","skipped","Wed Dec 11 03:13:07 UTC 2024","","test_charm","",""
"Tests that right after deployment that the primary unit is the leader.","0","test_leader_is_primary_on_deployment","tests.integration","Wed Dec 11 03:13:07 UTC 2024","skipped","Wed Dec 11 03:13:07 UTC 2024","","test_charm","",""
"Test that the password can't be set to an empty string.","0","test_empty_password","tests.integration","Wed Dec 11 03:13:07 UTC 2024","skipped","Wed Dec 11 03:13:07 UTC 2024","","test_charm","",""
"Verifies that the charm goes into blocked status when s3 creds are incorrect.","0","test_blocked_incorrect_creds","tests.integration.backup_tests","Wed Dec 11 02:54:25 UTC 2024","skipped","Wed Dec 11 02:54:25 UTC 2024","","test_backups","",""
"Test shard removal.

    This test also verifies that:
    - Databases that are using this shard as a primary are moved.
    - The balancer is turned back on if turned off.
    - Config server supp    orts removing multiple shards.
    ","205073","test_shard_removal","tests.integration.sharding_tests","Wed Dec 11 03:18:07 UTC 2024","passed","Wed Dec 11 03:21:32 UTC 2024","","test_sharding","",""
"Scale up and down the application and verify the replica set is healthy.","0","test_scale_up_down","tests.integration.ha_tests","Wed Dec 11 03:22:59 UTC 2024","skipped","Wed Dec 11 03:22:59 UTC 2024","","test_ha","",""
"","27876","test_an_application_can_connect_to_multiple_aliased_database_clusters","tests.integration.relation_tests.new_relations","Wed Dec 11 03:12:20 UTC 2024","passed","Wed Dec 11 03:12:48 UTC 2024","","test_charm_relations","",""
"Tests that mongodb is running as a replica set for the application unit.","0","test_unit_is_running_as_replica_set[0]","tests.integration","Wed Dec 11 03:13:07 UTC 2024","skipped","Wed Dec 11 03:13:07 UTC 2024","","test_charm","",""
"Verifies that after changing the backup password the pbm tool is updated and functional.","0","test_update_backup_password","tests.integration.backup_tests","Wed Dec 11 02:54:25 UTC 2024","skipped","Wed Dec 11 02:54:25 UTC 2024","","test_backups","",""
"Tests the immediate integration of cluster components works without error.","494217","test_immediate_relate","tests.integration.sharding_tests","Wed Dec 11 03:05:05 UTC 2024","passed","Wed Dec 11 03:13:20 UTC 2024","","test_sharding_race_conds","",""
