"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that sharding components cannot use the DB relation.","","test_cannot_use_db_relation","tests.integration.sharding_tests","","unknown","","","test_sharding_relations","",""
"Verifies that using a replica as a shard fails.","","test_replication_config_server_relation","tests.integration.sharding_tests","","unknown","","","test_sharding_relations","",""
"Verifies that the upgrade can run successfully.","374540","test_upgrade","tests.integration.upgrade","Sat Nov 16 03:51:42 UTC 2024","passed","Sat Nov 16 03:57:56 UTC 2024","","test_upgrade","",""
"Verify that the config-server can safely rollback without losing writes.","580941","test_rollback_on_config_server","tests.integration.upgrade","Sat Nov 16 03:55:29 UTC 2024","passed","Sat Nov 16 04:05:10 UTC 2024","","test_sharding_rollback","",""
"","3122","test_shards_cannot_run_backup_actions","tests.integration.sharding_tests","Sat Nov 16 03:41:12 UTC 2024","passed","Sat Nov 16 03:41:15 UTC 2024","","test_sharding_backups","",""
"Tests that mongodb is running as a replica set for the application unit.","24","test_unit_is_running_as_replica_set[1]","tests.integration","Sat Nov 16 03:44:28 UTC 2024","passed","Sat Nov 16 03:44:28 UTC 2024","","test_charm","",""
"","965850","test_restore_new_cluster[GCP]","tests.integration.backup_tests","Sat Nov 16 03:29:58 UTC 2024","passed","Sat Nov 16 03:46:04 UTC 2024","","test_backups","",""
"Build and deploy a sharded cluster.","965619","test_build_and_deploy","tests.integration.sharding_tests","Sat Nov 16 03:40:35 UTC 2024","passed","Sat Nov 16 03:56:41 UTC 2024","","test_sharding_tls","",""
"Test verifies that we can set and retrieve the correct password using Juju 3.x secrets.","5549","test_reset_and_get_password_secret_same_as_cli","tests.integration","Sat Nov 16 03:45:04 UTC 2024","passed","Sat Nov 16 03:45:10 UTC 2024","","test_charm","",""
"Tests that mongodb is running as a replica set for the application unit.","24","test_unit_is_running_as_replica_set[0]","tests.integration","Sat Nov 16 03:44:28 UTC 2024","passed","Sat Nov 16 03:44:28 UTC 2024","","test_charm","",""
"Build and deploy a sharded cluster.","","test_build_and_deploy","tests.integration.sharding_tests","","unknown","","","test_sharding_relations","",""
"Build and deploy one unit of MongoDB.","429299","test_build_and_deploy","tests.integration.metrics_tests","Sat Nov 16 02:47:29 UTC 2024","passed","Sat Nov 16 02:54:38 UTC 2024","","test_metrics","",""
"Verifies connecting a shard to a mongos router fails.","","test_shard_mongos_relation","tests.integration.sharding_tests","","unknown","","","test_sharding_relations","",""
"Verify each unit has TLS enabled after relating to the TLS application.","157835","test_enable_tls","tests.integration.tls_tests","Sat Nov 16 03:48:02 UTC 2024","passed","Sat Nov 16 03:50:40 UTC 2024","","test_tls","",""
"Deploy both charms (application and database) to use in the tests.","137748","test_deploy_charms","tests.integration.relation_tests.new_relations","Sat Nov 16 03:32:16 UTC 2024","passed","Sat Nov 16 03:34:33 UTC 2024","","test_charm_relations","",""
"Check consistency, ie write to primary, read data from secondaries.","8435","test_replication_across_members","tests.integration.ha_tests","Sat Nov 16 03:51:16 UTC 2024","passed","Sat Nov 16 03:51:25 UTC 2024","","test_ha","",""
"Tests that the cluster can be integrated with TLS.","340326","test_built_cluster_with_tls","tests.integration.sharding_tests","Sat Nov 16 03:56:41 UTC 2024","passed","Sat Nov 16 04:02:21 UTC 2024","","test_sharding_tls","",""
"Test that audit log was created and contains actual audit data.","851","test_audit_log","tests.integration","Sat Nov 16 03:45:19 UTC 2024","passed","Sat Nov 16 03:45:20 UTC 2024","","test_charm","",""
"Verify each unit has TLS disabled after removing relation to the TLS application.","89767","test_disable_tls","tests.integration.tls_tests","Sat Nov 16 03:56:35 UTC 2024","passed","Sat Nov 16 03:58:05 UTC 2024","","test_tls","",""
"","92063","test_restart_db_process","tests.integration.ha_tests","Sat Nov 16 04:02:44 UTC 2024","passed","Sat Nov 16 04:04:16 UTC 2024","","test_ha","",""
"Build and deploy one unit of MongoDB and one unit of TLS.","559428","test_build_and_deploy","tests.integration.tls_tests","Sat Nov 16 03:38:43 UTC 2024","passed","Sat Nov 16 03:48:02 UTC 2024","","test_tls","",""
"Verifies that the dependencies in the charm version are accurate.","1128","test_consistency_between_workload_and_metadata","tests.integration","Sat Nov 16 03:44:11 UTC 2024","passed","Sat Nov 16 03:44:13 UTC 2024","","test_charm","",""
"Tests that the cluster can be integrated with TLS.","1143726","test_tls_then_build_cluster","tests.integration.sharding_tests","Sat Nov 16 04:11:57 UTC 2024","passed","Sat Nov 16 04:31:01 UTC 2024","","test_sharding_tls","",""
"","914076","test_tls_inconsistent_rels","tests.integration.sharding_tests","Sat Nov 16 04:31:01 UTC 2024","passed","Sat Nov 16 04:46:15 UTC 2024","","test_sharding_tls","",""
"Test that in general, there is no change when password validation fails.","5370","test_no_password_change_on_invalid_password","tests.integration","Sat Nov 16 03:45:14 UTC 2024","passed","Sat Nov 16 03:45:19 UTC 2024","","test_charm","",""
"Tests safe removal of a shard that is not primary.","392239","test_removal_of_non_primary_shard","tests.integration.sharding_tests","Sat Nov 16 03:54:42 UTC 2024","passed","Sat Nov 16 04:01:15 UTC 2024","","test_sharding","",""
"","49033","test_kill_db_process","tests.integration.ha_tests","Sat Nov 16 04:01:07 UTC 2024","passed","Sat Nov 16 04:01:56 UTC 2024","","test_ha","",""
"Tests that mongodb is running as a replica set for the application unit.","25","test_unit_is_running_as_replica_set[2]","tests.integration","Sat Nov 16 03:44:28 UTC 2024","passed","Sat Nov 16 03:44:28 UTC 2024","","test_charm","",""
"Tests that sharded Charmed MongoDB cluster supports restores.","1558062","test_migrate_restore_backup","tests.integration.sharding_tests","Sat Nov 16 03:55:17 UTC 2024","passed","Sat Nov 16 04:21:15 UTC 2024","","test_sharding_backups","",""
"","232090","test_full_cluster_crash","tests.integration.ha_tests","Sat Nov 16 04:04:20 UTC 2024","passed","Sat Nov 16 04:08:12 UTC 2024","","test_ha","",""
"Tests that each cluster component can rotate TLS certs.","484935","test_rotate_tls","tests.integration.sharding_tests","Sat Nov 16 04:02:21 UTC 2024","passed","Sat Nov 16 04:10:26 UTC 2024","","test_sharding_tls","",""
"Build and deploy one unit of MongoDB.","329222","test_build_and_deploy","tests.integration.ha_tests","Sat Nov 16 03:36:07 UTC 2024","passed","Sat Nov 16 03:41:36 UTC 2024","","test_ha","",""
"Tests that the cluster can disable TLS.","91192","test_disable_cluster_with_tls","tests.integration.sharding_tests","Sat Nov 16 04:10:26 UTC 2024","passed","Sat Nov 16 04:11:57 UTC 2024","","test_sharding_tls","",""
"Verifies that the charm goes into blocked status when s3 creds are incorrect.","38887","test_blocked_incorrect_creds","tests.integration.backup_tests","Sat Nov 16 02:53:56 UTC 2024","passed","Sat Nov 16 02:54:35 UTC 2024","","test_backups","",""
"","668874","test_restore_new_cluster[AWS]","tests.integration.backup_tests","Sat Nov 16 03:18:25 UTC 2024","passed","Sat Nov 16 03:29:34 UTC 2024","","test_backups","",""
"Tests that sharded cluster can successfully create and list backups.","10130","test_create_and_list_backups_in_cluster","tests.integration.sharding_tests","Sat Nov 16 03:41:02 UTC 2024","passed","Sat Nov 16 03:41:12 UTC 2024","","test_sharding_backups","",""
"Verify newly added and newly removed members properly replica data.

    Verify newly members have replicated data and newly removed members are gone without data.
    ","306488","test_replication_member_scaling","tests.integration.ha_tests","Sat Nov 16 03:55:57 UTC 2024","passed","Sat Nov 16 04:01:04 UTC 2024","","test_ha","",""
"Tests the immediate integration of cluster components works without error.","342776","test_immediate_relate","tests.integration.sharding_tests","Sat Nov 16 03:34:18 UTC 2024","passed","Sat Nov 16 03:40:00 UTC 2024","","test_sharding_race_conds","",""
"Verify rotating tls private keys restarts mongod with new certificates.

    This test rotates tls private keys to user specified keys.
    ","198619","test_set_tls_key","tests.integration.tls_tests","Sat Nov 16 03:53:16 UTC 2024","passed","Sat Nov 16 03:56:35 UTC 2024","","test_tls","",""
"With writes in the DB test creating a backup while another one is running.

    Note that before creating the second backup we change the bucket and change the s3 storage
    from AWS to GCP. This test verifies that the first backup in AWS is made, the second backup
    in GCP is made, and that before the second backup is made that pbm correctly resyncs.
    ","1006096","test_multi_backup","tests.integration.backup_tests","Sat Nov 16 02:56:24 UTC 2024","passed","Sat Nov 16 03:13:10 UTC 2024","","test_backups","",""
"","41178","test_freeze_db_process","tests.integration.ha_tests","Sat Nov 16 04:01:59 UTC 2024","passed","Sat Nov 16 04:02:41 UTC 2024","","test_ha","",""
"Test that an application can request additional databases using the same interface.","28789","test_an_application_can_request_multiple_databases","tests.integration.relation_tests.new_relations","Sat Nov 16 03:52:08 UTC 2024","passed","Sat Nov 16 03:52:37 UTC 2024","","test_charm_relations","",""
"Verifies that the preflight check can run successfully.","230646","test_preflight_check_failure","tests.integration.upgrade","Sat Nov 16 04:00:02 UTC 2024","passed","Sat Nov 16 04:03:52 UTC 2024","","test_upgrade","",""
"Verify that a shard can only be related to one config server.","","test_only_one_config_server_relation","tests.integration.sharding_tests","","unknown","","","test_sharding_relations","",""
"Sanity check that endpoints are running.","2990","test_endpoints","tests.integration.metrics_tests","Sat Nov 16 02:54:38 UTC 2024","passed","Sat Nov 16 02:54:41 UTC 2024","","test_metrics","",""
"Build and deploy a sharded cluster.","268514","test_build_and_deploy","tests.integration.sharding_tests","Sat Nov 16 03:31:32 UTC 2024","passed","Sat Nov 16 03:36:00 UTC 2024","","test_sharding_backups","",""
"","231832","test_full_cluster_restart","tests.integration.ha_tests","Sat Nov 16 04:08:20 UTC 2024","passed","Sat Nov 16 04:12:12 UTC 2024","","test_ha","",""
"Tests that action get-primary outputs the correct unit with the primary replica.","8192","test_get_primary_action","tests.integration","Sat Nov 16 03:44:30 UTC 2024","passed","Sat Nov 16 03:44:38 UTC 2024","","test_charm","",""
"Test verifies that only the leader can set a password, while all units can read it.","9298","test_only_leader_can_set_while_all_can_read_password_secret","tests.integration","Sat Nov 16 03:44:55 UTC 2024","passed","Sat Nov 16 03:45:04 UTC 2024","","test_charm","",""
"Verify that endpoints still function correctly after the monitor user password changes.","22611","test_endpoints_new_password","tests.integration.metrics_tests","Sat Nov 16 02:54:41 UTC 2024","passed","Sat Nov 16 02:55:04 UTC 2024","","test_metrics","",""
"Verifies that the application and unit are active.","15055","test_status","tests.integration","Sat Nov 16 03:44:13 UTC 2024","passed","Sat Nov 16 03:44:28 UTC 2024","","test_charm","",""
"Test that an application can connect to different clusters of the same database.","29809","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.relation_tests.new_relations","Sat Nov 16 03:51:07 UTC 2024","passed","Sat Nov 16 03:51:37 UTC 2024","","test_charm_relations","",""
"Tests that we can reuse storage from a different cluster.

    For that, we completely remove the application while keeping the storages,
    and then we deploy a new application with storage reuse and check that the
    storage has been reused.
    ","0","test_storage_re_use_different_cluster","tests.integration.ha_tests","Sat Nov 16 03:46:02 UTC 2024","skipped","Sat Nov 16 03:46:02 UTC 2024","","test_ha","",""
"Test that log are being rotated.","665662","test_log_rotate","tests.integration","Sat Nov 16 03:45:20 UTC 2024","passed","Sat Nov 16 03:56:26 UTC 2024","","test_charm","",""
