"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that an application can request additional databases using the same interface.","32394","test_an_application_can_request_multiple_databases","tests.integration.relation_tests.new_relations","Fri Feb 28 01:41:02 UTC 2025","passed","Fri Feb 28 01:41:35 UTC 2025","","test_charm_relations","",""
"","510825","test_tls_inconsistent_rels","tests.integration.sharding_tests","Fri Feb 28 02:05:46 UTC 2025","passed","Fri Feb 28 02:14:17 UTC 2025","","test_sharding_tls","",""
"Verifies that using a replica as a shard fails.","5153","test_replication_config_server_relation","tests.integration.sharding_tests","Fri Feb 28 01:34:50 UTC 2025","passed","Fri Feb 28 01:34:55 UTC 2025","","test_sharding_relations","",""
"Build and deploy a sharded cluster.","253346","test_build_and_deploy","tests.integration.sharding_tests","Fri Feb 28 01:30:43 UTC 2025","passed","Fri Feb 28 01:34:56 UTC 2025","","test_mongos","",""
"Build and deploy a sharded cluster.","244579","test_build_and_deploy","tests.integration.sharding_tests","Fri Feb 28 01:28:53 UTC 2025","passed","Fri Feb 28 01:32:57 UTC 2025","","test_sharding_backups","",""
"Check consistency, ie write to primary, read data from secondaries.","16945","test_replication_across_members","tests.integration.ha_tests","Fri Feb 28 01:41:40 UTC 2025","passed","Fri Feb 28 01:41:57 UTC 2025","","test_ha","",""
"Simple backup tests that verifies that writes are correctly restored.","128080","test_restore","tests.integration.backup_tests","Fri Feb 28 01:48:23 UTC 2025","passed","Fri Feb 28 01:50:31 UTC 2025","","test_backups","",""
"Verifies that database units with attached storage correctly repurpose storage.

    It is not enough to verify that Juju attaches the storage. Hence test checks that the mongod
    properly uses the storage that was provided. (ie. doesn't just re-sync everything from
    primary, but instead computes a diff between current storage and primary storage.)
    ","221304","test_storage_re_use","tests.integration.ha_tests","Fri Feb 28 01:32:50 UTC 2025","passed","Fri Feb 28 01:36:32 UTC 2025","","test_ha","",""
"Verify that the sharded cluster can be safely upgraded without losing writes.","2386764","test_upgrade","tests.integration.upgrade","Fri Feb 28 01:42:08 UTC 2025","broken","Fri Feb 28 02:21:54 UTC 2025","","test_sharding_upgrade","",""
"","60411","test_freeze_db_process","tests.integration.ha_tests","Fri Feb 28 01:56:24 UTC 2025","passed","Fri Feb 28 01:57:25 UTC 2025","","test_ha","",""
"","243766","test_full_cluster_restart","tests.integration.ha_tests","Fri Feb 28 02:03:05 UTC 2025","passed","Fri Feb 28 02:07:08 UTC 2025","","test_ha","",""
"Build deploy, and integrate, a sharded cluster.","766502","test_build_and_deploy","tests.integration.upgrade","Fri Feb 28 01:29:03 UTC 2025","passed","Fri Feb 28 01:41:49 UTC 2025","","test_sharding_upgrade","",""
"Verifies that using a replica as a config-server fails.","27096","test_replication_shard_relation","tests.integration.sharding_tests","Fri Feb 28 01:34:55 UTC 2025","passed","Fri Feb 28 01:35:22 UTC 2025","","test_sharding_relations","",""
"Tests clusters behavior when scaling down a minority and removing a primary replica.

    - NOTE: on a provided cluster this calculates the largest set of minority members and removes
    them, the primary is guaranteed to be one of those minority members.

    This test verifies that the behavior of:
    1.  when a leader is deleted that the new leader, on calling leader_elected will reconfigure
    the replicaset.
    2. primary stepping down leads to a replica set with a new primary.
    3. removing a minority of units (2 out of 5) is feasiable.
    4. race conditions due to removing multiple units is handled.
    5. deleting a non-leader unit is properly handled.
    ","52155","test_scale_down_capablities","tests.integration.ha_tests","Fri Feb 28 01:40:41 UTC 2025","passed","Fri Feb 28 01:41:33 UTC 2025","","test_ha","",""
"Verify that a config-server and shard can safely rollback without losing writes.","0","test_rollback_on_shard_and_config_server","tests.integration.upgrade","Fri Feb 28 01:47:45 UTC 2025","skipped","Fri Feb 28 01:47:45 UTC 2025","","test_sharding_rollback","",""
"","11206","test_create_and_list_backups","tests.integration.backup_tests","Fri Feb 28 01:36:54 UTC 2025","passed","Fri Feb 28 01:37:06 UTC 2025","","test_backups","",""
"Tests that sharded Charmed MongoDB cluster supports restores.","904980","test_restore_backup","tests.integration.sharding_tests","Fri Feb 28 01:45:57 UTC 2025","passed","Fri Feb 28 02:01:02 UTC 2025","","test_sharding_backups","",""
"Tests that the cluster can safely set the operator password.","187976","test_set_operator_password","tests.integration.sharding_tests","Fri Feb 28 01:41:43 UTC 2025","passed","Fri Feb 28 01:44:51 UTC 2025","","test_sharding","",""
"Build and deploy one unit of MongoDB.","306761","test_build_and_deploy","tests.integration.upgrade","Fri Feb 28 01:29:07 UTC 2025","passed","Fri Feb 28 01:34:14 UTC 2025","","test_upgrade","",""
"Verifies that the charm goes into blocked status when s3 config options are incorrect.","86625","test_blocked_incorrect_conf","tests.integration.backup_tests","Fri Feb 28 01:34:11 UTC 2025","passed","Fri Feb 28 01:35:38 UTC 2025","","test_backups","",""
"Tests that sharded cluster can be configured for s3 configurations.","290492","test_set_credentials_in_cluster","tests.integration.sharding_tests","Fri Feb 28 01:32:57 UTC 2025","passed","Fri Feb 28 01:37:48 UTC 2025","","test_sharding_backups","",""
"Verify rotating tls private keys restarts mongod with new certificates.

    This test rotates tls private keys to user specified keys.
    ","145140","test_set_tls_key","tests.integration.tls_tests","Fri Feb 28 01:41:47 UTC 2025","passed","Fri Feb 28 01:44:12 UTC 2025","","test_tls","",""
